,2012-03-01,2013-03-01,2016-03-01,2017-03-01,2018-03-01,2019-03-01,2020-03-01,2021-03-01,2022-03-01,2023-03-01
Cash from Operating Activity,-1.87,0.51,0.8200000000000001,0.68,1.4,0.64,0.06,0.02,-0.05,-0.09
Cash from Investing Activity,-7.54,-5.82,-0.8,-0.76,-1.57,-0.81,-0.19,0.0,0.0,-0.02
Cash from Financing Activity,9.64,5.83,0.02,0.02,0.18,0.15,0.12,0.0,0.05,0.09
Net Cash Flow,0.23,0.52,0.03,-0.06,0.01,-0.03,-0.02,0.02,0.0,-0.02
