,2013-03-01,2014-03-01,2015-03-01,2016-03-01,2017-03-01,2018-03-01,2019-03-01,2020-03-01,2021-03-01,2022-03-01,2023-03-01
Cash from Operating Activity,0.35,-3.2,1.8,-0.08,-0.52,-0.15,-3.51,-0.64,0.13,-0.89,-4.25
Cash from Investing Activity,-0.11,-4.74,-2.08,0.05,0.58,0.11,3.45,0.63,0.89,0.46,3.76
Cash from Financing Activity,-0.22,8.21,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Net Cash Flow,0.02,0.27,-0.28,-0.04,0.06,-0.04,-0.06,-0.02,1.02,-0.43,-0.49
