,2019-03-01,2020-03-01,2021-03-01,2022-03-01,2023-03-01,2023-09-01
Equity Capital,3,3,3,3,3,3
Reserves,103,113,126,149,166,164
Borrowings,47,65,65,80,100,106
Other Liabilities,116,72,108,125,126,109
Total Liabilities,270,253,302,357,395,383
Fixed Assets,118,124,130,142,228,221
CWIP,3,16,38,51,1,9
Investments,0,0,0,0,0,0
Other Assets,148,113,134,164,166,153
Total Assets,270,253,302,357,395,383
