,2020-09-01,2020-12-01,2021-03-01,2021-06-01,2021-09-01,2021-12-01,2022-03-01,2022-06-01,2022-09-01,2022-12-01,2023-03-01,2023-06-01,2023-09-01
Sales,61.76,66.57,82.51,76.27,86.75,91.06,95.66,82.28,81.26,88.29,63.73,74.65,69.26
Expenses,53.78,59.88,74.08,68.06,77.13,82.59,89.23,73.79,72.99,78.93,61.45,72.11,61.4
Operating Profit,7.98,6.69,8.43,8.21,9.62,8.47,6.43,8.49,8.27,9.36,2.28,2.54,7.86
OPM %,12.92,10.05,10.22,10.76,11.09,9.3,6.72,10.32,10.18,10.6,3.58,3.4,11.35
Other Income,0.28,0.61,1.28,0.07,8.44,0.03,6.64,0.31,0.15,0.5,4.81,0.61,0.34
Interest,1.29,1.07,0.99,1.12,1.82,1.49,1.75,1.64,1.68,1.67,1.8,2.18,2.81
Depreciation,1.97,1.97,1.97,2.13,2.69,2.61,2.58,2.59,2.64,2.63,2.92,3.7,3.73
Profit before tax,5.0,4.26,6.75,5.03,13.55,4.4,8.74,4.57,4.1,5.56,2.37,-2.73,1.66
Tax %,33.6,36.85,25.04,27.83,24.28,46.82,7.67,49.23,23.66,31.29,10.55,-40.29,126.51
Net Profit,3.31,2.7,5.05,3.63,10.25,2.33,8.08,2.32,3.12,3.82,2.11,-3.83,-0.44
EPS in Rs,10.95,8.93,16.7,12.01,33.9,7.71,26.79,9.96,9.1,13.2,5.66,-5.95,-3.67
