,2019-03-01,2020-03-01,2021-03-01,2022-03-01,2023-03-01
Debtor Days,40.0,30,47,35,53
Inventory Days,116.0,149,164,159,184
Days Payable,140.0,101,163,146,127
Cash Conversion Cycle,16.0,78,48,48,110
Working Capital Days,27.0,47,37,56,76
ROCE %,,12,13,12,8
