,Mar 2012,Mar 2013,Mar 2014,Mar 2015,Mar 2016,Mar 2017,Mar 2018,Mar 2019,Mar 2020,Mar 2021,Mar 2022,Mar 2023,TTM
Sales,1,1,22,99,19,11,16.0,9.0,1.0,28.0,87.0,24.0,53
Expenses,0,0,21,87,1,3,2.0,2.0,14.0,2.0,2.0,3.0,3
Operating Profit,1,0,1,12,18,8,14.0,8.0,-13.0,26.0,85.0,21.0,49
OPM %,84,81,5,13,95,75,86.0,82.0,-938.0,94.0,97.0,87.0,94
Other Income,-0,0,0,1,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0
Interest,0,0,1,5,4,3,0.0,0.0,0.0,2.0,1.0,2.0,2
Depreciation,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0
Profit before tax,1,0,0,8,14,5,14.0,7.0,-13.0,25.0,84.0,19.0,47
Tax %,25,18,0,18,0,-2,-17.0,10.0,26.0,14.0,22.0,39.0,
Net Profit,1,0,0,7,14,5,16.0,7.0,-10.0,21.0,65.0,12.0,39
EPS in Rs,,,,,,,159.56,66.64,-96.01,213.21,629.96,113.21,380.71
