,2017-03-01,2018-03-01,2019-03-01,2020-03-01,2021-03-01,2022-03-01,2023-03-01,2023-09-01
Promoters,19.12,19.06,19.06,19.06,19.44,19.06,3.12,0.0
Public,80.88,80.94,80.94,80.94,80.56,80.94,96.88,100.0
No. of Shareholders,2124.0,2044.0,2006.0,2018.0,2004.0,2324.0,3345.0,3256.0
