,2021-09-01,2022-09-01,2023-03-01,2023-09-01
Sales,4.39,4.66,17.36,14.26
Expenses,2.43,7.64,14.47,13.32
Operating Profit,1.96,-2.98,2.89,0.94
OPM %,44.65,-63.95,16.65,6.59
Other Income,0.02,0.04,0.52,0.08
Interest,0.34,0.89,0.78,0.8
Depreciation,0.13,0.11,0.11,0.11
Profit before tax,1.51,-3.94,2.52,0.11
Tax %,-0.0,-0.0,-0.0,-0.0
Net Profit,1.51,-3.94,2.53,0.12
EPS in Rs,2.11,-2.02,1.3,0.06
