,2009-03-01,2013-03-01,2014-03-01,2015-03-01,2016-03-01,2017-03-01,2018-03-01,2019-03-01,2020-03-01,2021-03-01,2022-03-01,2023-03-01,2023-09-01
Equity Capital,27,54,54,54,54,54,54,54,54,54,54,54,54
Reserves,636,1233,1372,1548,2456,2761,3078,3362,3706,3999,4078,4480,5232
Borrowings,94,84,68,51,46,29,35,108,178,173,203,160,323
Other Liabilities,328,715,786,720,685,793,962,994,945,1307,1374,1613,1484
Total Liabilities,1085,2087,2280,2373,3240,3636,4130,4518,4884,5533,5709,6306,7120
Fixed Assets,237,786,922,916,937,957,1036,1465,1906,1912,1996,2108,2205
CWIP,36,123,48,44,42,154,346,316,169,207,225,113,79
Investments,303,53,49,208,539,531,521,197,306,669,211,501,972
Other Assets,509,1124,1261,1205,1722,1993,2228,2540,2502,2745,3278,3584,3864
Total Assets,1085,2087,2280,2373,3240,3636,4130,4518,4884,5533,5709,6306,7120
