,2017-03-01,2018-03-01,2019-03-01,2020-03-01,2021-03-01,2022-03-01,2023-03-01,2023-09-01
Promoters,79.56,89.74,92.52,95.84,95.84,96.38,96.38,96.38
FIIs,0.81,0.54,0.27,0.18,0.07,0.08,0.14,0.15
DIIs,12.83,5.99,3.18,1.66,1.59,1.31,1.35,1.33
Public,6.8,3.73,4.04,2.32,2.5,2.23,2.11,2.13
No. of Shareholders,254376.0,250816.0,271947.0,273860.0,378586.0,473897.0,509599.0,668177.0
