,2020-09-01,2020-12-01,2021-03-01,2021-06-01,2021-09-01,2021-12-01,2022-03-01,2022-06-01,2022-09-01,2022-12-01,2023-03-01,2023-06-01,2023-09-01
Sales,210.35,269.38,326.96,262.62,206.92,263.04,366.87,364.85,314.53,304.12,398.22,251.25,269.45
Expenses,188.32,218.88,283.14,232.28,212.53,210.32,338.25,330.97,287.43,303.58,363.1,230.91,250.41
Operating Profit,22.03,50.5,43.82,30.34,-5.61,52.72,28.62,33.88,27.1,0.54,35.12,20.34,19.04
OPM %,10.47,18.75,13.4,11.55,-2.71,20.04,7.8,9.29,8.62,0.18,8.82,8.1,7.07
Other Income,2.25,54.82,13.06,0.51,13.05,0.18,6.54,0.53,0.55,3.11,0.85,0.91,0.8
Interest,0.34,6.94,18.93,17.03,17.38,35.07,18.64,19.88,20.51,23.27,41.97,20.79,18.35
Depreciation,6.24,6.04,6.18,5.84,5.91,5.96,6.04,6.4,6.09,5.8,6.08,5.89,5.13
Profit before tax,17.7,92.34,31.77,7.98,-15.85,11.87,10.48,8.13,1.05,-25.42,-12.08,-5.43,-3.64
Tax %,0.0,0.0,8.34,0.0,0.0,0.0,-973.28,0.0,0.0,0.0,-252.73,0.0,0.0
Net Profit,17.71,92.34,29.12,7.98,-15.85,11.87,112.48,8.13,1.05,-25.42,-42.61,-5.43,-3.65
EPS in Rs,0.23,1.22,0.36,0.09,-0.18,0.13,1.28,0.09,0.01,-0.29,-0.41,-0.05,-0.03
