,2012-03-01,2013-03-01,2014-03-01,2015-03-01,2016-03-01,2017-03-01,2018-03-01,2019-03-01,2020-03-01,2021-03-01,2022-03-01,2023-03-01
Cash from Operating Activity,0,0,0,10,0,24,15,26,12,21,36,69
Cash from Investing Activity,0,0,0,-10,0,-9,-27,-44,-52,-56,-37,-68
Cash from Financing Activity,0,0,0,0,0,-15,215,-39,20,-21,-30,-8
Net Cash Flow,0,0,0,0,0,0,203,-57,-19,-56,-30,-7
