,2023-03-01
Depreciation,2.0
EPS in Rs,0.14
Expenses,29064.0
Interest,6.0
Net Profit,1.0
OPM %,0.0
Operating Profit,4.0
Other Income,4.0
Profit before tax,1.0
Sales,29068.0
Tax %,18.0
