,2016-03-01,2017-03-01,2018-03-01,2019-03-01,2020-03-01,2021-03-01,2022-03-01,2023-03-01,2023-09-01
Promoters,66.57,64.94,64.14,63.18,64.69,64.8,64.56,56.52,56.51
FIIs,0.0,0.81,0.01,0.0,0.0,0.0,0.0,0.0,0.85
DIIs,0.0,0.0,0.08,0.02,0.0,0.0,0.0,0.0,0.0
Public,33.43,34.25,35.77,36.81,35.3,35.2,35.44,43.48,42.64
No. of Shareholders,9746.0,14157.0,16600.0,16813.0,15769.0,17915.0,45173.0,45761.0,45880.0
