,2015-12-01,2017-03-01,2018-03-01,2019-03-01,2020-03-01,2021-03-01,2022-03-01,2023-03-01,2023-09-01
Promoters,59.67,59.67,59.67,59.67,59.67,59.67,59.67,59.67,59.67
FIIs,5.79,5.28,6.04,5.9,6.27,5.73,3.35,0.32,0.68
DIIs,1.33,1.33,1.33,1.28,0.15,0.15,0.15,0.14,0.14
Public,33.21,33.71,32.96,33.15,33.9,34.45,36.83,39.87,39.51
No. of Shareholders,12496.0,12794.0,11106.0,11219.0,11694.0,13160.0,20106.0,23265.0,26514.0
