,2019-03-01,2020-03-01,2021-03-01,2022-03-01,2023-03-01
Debtor Days,56.0,63,67,55,56
Inventory Days,47.0,58,58,51,47
Days Payable,0.0,88,99,68,69
Cash Conversion Cycle,102.0,33,27,38,35
Working Capital Days,42.0,51,32,51,42
ROCE %,,13,9,11,13
