,2019-03-01,2020-03-01,2021-03-01,2022-03-01,2023-03-01
Cash from Operating Activity,177,187,247,23,206
Cash from Investing Activity,-137,-60,-80,137,-48
Cash from Financing Activity,-61,-159,-153,-148,-145
Net Cash Flow,-21,-32,14,12,13
