,2020-09-01,2020-12-01,2021-03-01,2021-06-01,2021-09-01,2021-12-01,2022-03-01,2022-06-01,2022-09-01,2022-12-01,2023-03-01,2023-06-01,2023-09-01
Sales,21.03,37.51,20.16,18.06,36.61,80.62,38.4,74.63,132.95,116.9,31.63,30.48,46.61
Expenses,19.84,35.8,18.15,17.22,35.55,75.3,35.32,73.51,129.73,112.05,27.31,29.18,45.28
Operating Profit,1.19,1.71,2.01,0.84,1.06,5.32,3.08,1.12,3.22,4.85,4.32,1.3,1.33
OPM %,5.66,4.56,9.97,4.65,2.9,6.6,8.02,1.5,2.42,4.15,13.66,4.27,2.85
Other Income,0.03,0.1,0.11,0.21,0.15,0.19,0.0,0.0,0.03,0.0,0.02,0.03,0.02
Interest,0.09,0.07,0.21,0.11,0.1,0.1,0.07,0.1,0.18,0.22,0.08,0.23,0.21
Depreciation,0.45,0.48,0.46,0.49,0.41,0.45,0.45,0.47,1.03,0.37,0.55,0.49,0.52
Profit before tax,0.68,1.26,1.45,0.45,0.7,4.96,2.56,0.55,2.04,4.26,3.71,0.61,0.62
Tax %,17.65,16.67,15.86,28.89,22.86,28.43,27.34,27.27,27.45,27.93,22.37,26.23,29.03
Net Profit,0.56,1.05,1.22,0.33,0.54,3.55,1.86,0.4,1.48,3.07,2.88,0.45,0.44
EPS in Rs,1.0,1.87,2.17,0.59,0.96,6.33,3.32,0.71,2.64,5.47,5.13,0.8,0.78
