,2020-12-01,2021-03-01,2021-06-01,2021-09-01,2021-12-01,2022-03-01,2022-06-01,2022-09-01,2022-12-01,2023-03-01,2023-06-01,2023-09-01
Promoters,61.98,61.97,61.97,61.97,61.97,61.97,61.97,61.97,61.97,61.97,61.97,61.97
Public,38.02,38.03,38.03,38.03,38.03,38.03,38.03,38.04,38.03,38.04,38.04,38.04
No. of Shareholders,7382.0,7295.0,8637.0,8147.0,8186.0,9112.0,8844.0,8639.0,8465.0,8281.0,8755.0,8461.0
