,2020-09-01,2020-12-01,2021-03-01,2021-06-01,2021-09-01,2021-12-01,2022-03-01,2022-06-01,2022-09-01,2022-12-01,2023-03-01,2023-06-01,2023-09-01
Sales,143.0,117.0,358.0,475.0,566.0,492.0,716.0,652.0,478.0,388.0,608.0,363.0,185.0
Expenses,78.0,83.0,223.0,221.0,259.0,301.0,494.0,596.0,444.0,321.0,372.0,305.0,147.0
Operating Profit,65.0,34.0,135.0,254.0,307.0,191.0,222.0,56.0,35.0,67.0,235.0,58.0,38.0
OPM %,46.0,29.0,38.0,54.0,54.0,39.0,31.0,9.0,7.0,17.0,39.0,16.0,20.0
Other Income,3.0,5.0,6.0,8.0,8.0,7.0,12.0,12.0,18.0,12.0,17.0,18.0,18.0
Interest,2.0,2.0,8.0,10.0,10.0,9.0,9.0,7.0,7.0,7.0,7.0,6.0,5.0
Depreciation,5.0,5.0,11.0,12.0,12.0,13.0,19.0,16.0,16.0,16.0,16.0,14.0,14.0
Profit before tax,61.0,33.0,121.0,240.0,293.0,176.0,207.0,45.0,30.0,56.0,229.0,56.0,36.0
Tax %,33.0,44.0,41.0,38.0,38.0,38.0,-14.0,25.0,26.0,26.0,24.0,29.0,26.0
Net Profit,41.0,19.0,71.0,149.0,182.0,109.0,236.0,34.0,22.0,41.0,174.0,40.0,26.0
EPS in Rs,15.24,6.88,26.26,55.11,67.39,40.32,87.23,12.51,8.11,15.27,64.42,14.74,9.76
