,2020-03-01,2020-09-01,2021-03-01,2021-09-01,2022-03-01,2022-06-01,2022-09-01,2022-12-01,2023-03-01,2023-06-01,2023-09-01
Promoters,63.88,63.88,63.88,63.88,63.88,63.88,63.88,63.88,63.88,63.88,63.88
Public,36.12,36.12,36.12,36.12,36.12,36.12,36.11,36.12,36.11,36.11,36.11
No. of Shareholders,83.0,79.0,101.0,103.0,105.0,103.0,108.0,106.0,106.0,104.0,107.0
