,2019-03-01,2020-03-01,2021-03-01,2022-03-01,2023-03-01,2023-09-01
Equity Capital,9,9,9,11,11,11
Reserves,10,10,15,52,77,90
Borrowings,5,6,3,1,0,0
Other Liabilities,16,14,26,41,25,26
Total Liabilities,40,39,52,105,112,127
Fixed Assets,2,2,3,3,5,5
CWIP,0,1,0,1,1,0
Investments,3,3,6,8,10,23
Other Assets,35,33,44,93,96,99
Total Assets,40,39,52,105,112,127
