,2019-03-01,2020-03-01,2021-03-01,2022-03-01,2023-03-01
Debtor Days,13.0,21,23,16,22
Inventory Days,67.0,57,138,100,35
Days Payable,61.0,59,132,95,51
Cash Conversion Cycle,19.0,19,29,21,7
Working Capital Days,31.0,36,39,23,27
ROCE %,,14,22,85,43
