,2017-03-01,2018-03-01,2019-03-01,2020-03-01,2021-03-01,2022-03-01,2023-03-01
Cash from Operating Activity,1.78,-4.52,1.56,1.42,1.04,0.58,0.72
Cash from Investing Activity,-1.12,-2.41,-0.15,-0.58,-0.23,-3.71,-1.13
Cash from Financing Activity,-0.61,7.14,-1.48,-0.96,-0.8200000000000001,3.11,0.5
Net Cash Flow,0.06,0.21,-0.06,-0.13,-0.01,-0.02,0.09
