,2018-03-01,2019-03-01,2020-03-01,2021-03-01,2022-03-01,2023-03-01,2023-09-01
Promoters,70.01,70.01,70.01,70.24,70.3,70.58,67.0
Public,29.99,29.99,29.99,29.76,29.69,29.43,33.0
No. of Shareholders,99.0,111.0,93.0,91.0,10252.0,7954.0,7697.0
