,2017-03-01,2018-03-01,2019-03-01,2020-03-01,2021-03-01,2022-03-01,2023-03-01
Debtor Days,308.22,105.46,126.81,38.19,72.04,55.4,65.91
Inventory Days,248.62,130.68,263.92,181.58,285.49,246.85,150.53
Days Payable,77.58,15.24,46.65,20.33,18.45,20.63,19.55
Cash Conversion Cycle,479.26,220.9,344.07,199.43,339.08,281.62,196.88
Working Capital Days,428.54,274.48,349.9,178.16,298.26,237.9,190.81
ROCE %,,5.89,5.2,8.71,4.54,7.5,10.06
