,2020-09-01,2020-12-01,2021-03-01,2021-06-01,2021-09-01,2021-12-01,2022-03-01,2022-06-01,2022-09-01,2022-12-01,2023-03-01,2023-06-01,2023-09-01
Sales,36.05,52.66,75.79,60.3,56.59,60.81,60.36,66.62,54.84,55.86,56.12,54.9,44.45
Expenses,35.31,51.81,72.16,58.22,54.46,56.74,56.25,61.72,51.81,52.18,52.41,53.49,41.45
Operating Profit,0.74,0.85,3.63,2.08,2.13,4.07,4.11,4.9,3.03,3.68,3.71,1.41,3.0
OPM %,2.05,1.61,4.79,3.45,3.76,6.69,6.81,7.36,5.53,6.59,6.61,2.57,6.75
Other Income,0.11,0.09,0.12,0.09,0.1,0.1,0.17,0.1,0.1,0.1,0.16,0.15,0.16
Interest,0.25,0.45,0.37,0.37,0.4,0.76,0.28,0.57,0.6,0.79,0.65,0.74,0.74
Depreciation,0.11,0.12,0.13,0.14,0.15,0.16,0.15,0.16,0.16,0.16,0.18,0.23,0.24
Profit before tax,0.49,0.37,3.25,1.66,1.68,3.25,3.85,4.27,2.37,2.83,3.04,0.59,2.18
Tax %,14.29,27.03,30.77,27.71,27.38,22.77,36.36,25.29,28.27,22.26,23.36,25.42,25.23
Net Profit,0.42,0.27,2.25,1.19,1.22,2.51,2.45,3.2,1.7,2.2,2.34,0.44,1.63
EPS in Rs,0.6,0.39,3.23,1.71,1.75,3.6,3.52,4.59,2.44,3.16,3.36,0.63,2.34
