,2013-03-01,2014-03-01,2015-03-01,2016-03-01,2017-03-01,2018-03-01,2019-03-01,2020-03-01,2021-03-01,2022-03-01,2023-03-01
Debtor Days,102.0,107,126,145,223,181,224,126,271,412,515
Inventory Days,,,,,,,,,,,
Days Payable,,,,,,,,,,,
Cash Conversion Cycle,102.0,107,126,145,223,181,224,126,271,412,515
Working Capital Days,88.0,59,80,64,141,175,232,102,203,319,362
ROCE %,,56,38,29,12,11,18,12,25,17,16
