,2012-03-01,2013-09-01,2015-03-01,2016-03-01,2017-03-01,2018-03-01,2019-03-01,2020-03-01,2021-03-01,2022-03-01,2023-03-01
Debtor Days,248.0,153,57,0,171,206,60,77,81,34,226
Inventory Days,,47,3115,30,2591,212,83,271,2248,789,1180
Days Payable,,153,295,5,1641,221,58,95,572,354,846
Cash Conversion Cycle,248.0,47,2877,25,1121,197,85,253,1756,469,560
Working Capital Days,2379.0,56,2076,24,1030,201,95,238,1500,424,947
ROCE %,,-3,-8,1,-5,-6,-4,-4,-3,-3,-3
