,2012-03-01,2013-09-01,2015-03-01,2016-03-01,2017-03-01,2018-03-01,2019-03-01,2020-03-01,2021-03-01,2022-03-01,2023-03-01
Cash from Operating Activity,,-14,-4,10,,-18,-6,-2,3,-3,0
Cash from Investing Activity,,-2,-1,-1,,2,-6,0,10,-4,-3
Cash from Financing Activity,,16,9,-8,,13,12,3,-14,7,2
Net Cash Flow,,0,4,2,,-2,0,1,-1,0,-1
