,2019-03-01,2020-03-01,2021-03-01,2022-03-01,2023-03-01
Cash from Operating Activity,2,-6,1,22,-10
Cash from Investing Activity,-5,-16,-10,-30,-63
Cash from Financing Activity,3,21,8,9,72
Net Cash Flow,1,-1,0,1,0
