,2019-03-01,2020-03-01,2021-03-01,2022-03-01,2023-03-01
Debtor Days,75.0,106,34,16,28
Inventory Days,53.0,94,137,134,172
Days Payable,34.0,43,37,64,108
Cash Conversion Cycle,95.0,157,134,86,93
Working Capital Days,100.0,151,130,70,86
ROCE %,,19,18,19,18
