,2019-03-01,2020-03-01,2021-03-01,2022-03-01,2023-03-01,2023-09-01
Equity Capital,2,2,2,15,23,23
Reserves,3,10,15,6,71,74
Borrowings,17,39,51,68,88,112
Other Liabilities,5,7,12,36,95,101
Total Liabilities,26,57,80,126,276,310
Fixed Assets,5,11,18,50,88,85
CWIP,0,8,9,0,6,31
Investments,0,0,0,1,10,8
Other Assets,21,38,53,74,172,187
Total Assets,26,57,80,126,276,310
