,2017-03-01,2018-03-01,2019-03-01,2020-03-01,2021-03-01,2022-03-01,2023-03-01,2023-09-01
Promoters,51.6,51.6,51.6,51.6,51.6,51.6,51.6,51.6
Public,48.4,48.4,48.4,48.4,48.4,48.4,48.4,48.41
No. of Shareholders,1063.0,1064.0,1080.0,1080.0,1097.0,1217.0,1259.0,1257.0
