,2019-03-01,2020-03-01,2021-03-01,2022-03-01,2023-03-01
Cash from Operating Activity,71,57,48,29,152
Cash from Investing Activity,-37,-190,-37,-299,-181
Cash from Financing Activity,-29,157,-25,292,61
Net Cash Flow,5,23,-14,22,32
