,2019-03-01,2020-03-01,2021-03-01,2022-03-01,2023-03-01,2023-09-01
Equity Capital,4,10,10,11,11,11
Reserves,119,277,398,794,904,967
Borrowings,8,67,0,8,74,132
Other Liabilities,118,118,152,442,375,424
Total Liabilities,250,471,561,1255,1364,1534
Fixed Assets,74,94,181,607,584,600
CWIP,3,22,0,1,16,24
Investments,0,18,0,36,51,24
Other Assets,173,338,379,611,714,885
Total Assets,250,471,561,1255,1364,1534
