,2021-03-01,2022-03-01,2023-03-01,2023-09-01
Promoters,72.69,68.56,68.44,68.35
FIIs,7.04,9.03,7.46,5.74
DIIs,12.66,12.29,15.09,17.68
Public,7.61,10.12,9.01,8.23
No. of Shareholders,40105.0,92099.0,96634.0,95200.0
