,2020-09-01,2020-12-01,2021-03-01,2021-06-01,2021-09-01,2021-12-01,2022-03-01,2022-06-01,2022-09-01,2022-12-01,2023-03-01,2023-06-01,2023-09-01
Sales,0.00,0.00,0.31,0.00,0.00,0.00,0.00,0.00,0.05,0.33,1.58,2.98,4.26
Expenses,0.49,0.52,1.73,0.39,0.52,0.67,0.40,0.54,1.08,1.71,19.2,2.73,3.57
Operating Profit,-0.49,-0.52,-1.42,-0.39,-0.52,-0.67,-0.40,-0.54,-1.03,-1.38,-17.62,0.25,0.69
OPM %,,,-458.06,,,,,,-2060.0,-418.18,-1115.19,8.39,16.2
Other Income,0.00,0.00,0.02,0.01,0.00,0.02,3.68,0.01,0.01,0.0,24.09,0.0,0.0
Interest,1.24,2.20,1.48,0.72,1.62,1.19,0.00,0.00,0.25,0.62,11.52,0.56,0.58
Depreciation,0.20,0.20,0.2,0.20,0.20,0.20,0.20,0.43,0.64,0.81,0.94,0.83,0.85
Profit before tax,-1.93,-2.92,-3.08,-1.30,-2.34,-2.04,3.08,-0.96,-1.91,-2.81,-5.99,-1.14,-0.74
Tax %,-1.04,0.68,-45.78,1.54,0.85,1.47,-0.97,8.33,-1.05,-11.03,50.08,-28.95,-27.03
Net Profit,-1.94,-2.90,-4.49,-1.28,-2.31,-2.01,3.11,-0.88,-1.93,-3.13,-2.99,-1.47,-0.94
EPS in Rs,-0.57,-0.86,-1.32,-0.38,-0.68,-0.59,0.92,-0.26,-0.57,-0.92,-0.88,-0.43,-0.28
