,2020-09-01,2020-12-01,2021-03-01,2021-06-01,2021-09-01,2021-12-01,2022-03-01,2022-06-01,2022-09-01,2022-12-01,2023-03-01,2023-06-01,2023-09-01
Sales,1.93,0.34,0.09,1.98,2.56,1.83,1.64,1.17,3.93,2.01,1.08,1.0,6.03
Expenses,2.01,0.48,1.7,1.76,2.82,1.81,2.17,1.12,3.81,2.0,1.17,0.97,4.62
Operating Profit,-0.08,-0.14,-1.61,0.22,-0.26,0.02,-0.53,0.05,0.12,0.01,-0.09,0.03,1.41
OPM %,-4.15,-41.18,-1788.89,11.11,-10.16,1.09,-32.32,4.27,3.05,0.5,-8.33,3.0,23.38
Other Income,0.9,2.09,3.68,1.54,1.41,-2.1,0.07,0.04,1.84,1.87,-3.81,2.07,2.74
Interest,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Depreciation,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Profit before tax,0.82,1.95,2.07,1.76,1.15,-2.08,-0.46,0.09,1.96,1.88,-3.9,2.1,4.15
Tax %,10.98,17.95,12.08,6.25,0.87,8.65,-28.26,-377.78,10.71,5.85,3.08,23.33,0.72
Net Profit,0.73,1.61,1.82,1.65,1.14,-1.9,-0.59,0.43,1.75,1.77,-3.78,1.61,4.11
EPS in Rs,0.44,0.98,1.1,1.0,0.69,-1.15,-0.36,0.26,1.06,1.07,-2.29,0.98,2.49
