,2009-03-01,2010-03-01,2011-03-01,2012-03-01,2013-03-01,2014-03-01,2015-03-01,2016-03-01,2017-03-01,2018-03-01,2019-03-01,2020-03-01,2020-09-01
Equity Capital,14.28,14.28,14.28,14.28,14.28,14.28,14.28,14.28,14.28,14.28,14.28,14.28,14.28
Reserves,-0.52,-3.51,-2.06,-0.62,-2.07,-4.5600000000000005,-6.5,-6.33,-10.25,-13.02,-13.13,-17.78,-18.24
Borrowings,1.6800000000000002,3.44,2.51,1.84,5.27,7.95,8.79,9.48,10.13,11.65,2.47,2.97,2.97
Other Liabilities,3.9,4.73,4.98,17.58,13.41,3.25,5.54,10.3,8.31,10.52,10.16,12.58,12.28
Total Liabilities,19.34,18.94,19.71,33.08,30.89,20.92,22.11,27.73,22.47,23.43,13.78,12.05,11.29
Fixed Assets,13.34,12.35,11.67,10.85,9.99,9.14,8.17,7.62,6.96,6.28,0.01,0.01,0.01
CWIP,0.0,0.0,0.0,0.0,0.0,0.0,0.91,2.33,2.35,2.35,0.0,0.0,0.0
Investments,0.12,0.0,0.0,0.0,0.0,0.0,0.35,0.95,0.46,2.26,1.91,0.14,2.34
Other Assets,5.88,6.59,8.04,22.23,20.9,11.78,12.68,16.83,12.7,12.54,11.86,11.9,8.94
Total Assets,19.34,18.94,19.71,33.08,30.89,20.92,22.11,27.73,22.47,23.43,13.78,12.05,11.29
