,2021-03-01,2022-03-01,2023-03-01
Equity Capital,6,6,6
Reserves,27,28,30
Borrowings,60,74,66
Other Liabilities,54,67,54
Total Liabilities,148,175,155
Fixed Assets,36,33,26
CWIP,0,0,0
Investments,0,0,0
Other Assets,112,143,130
Total Assets,148,175,155
