,2021-03-01,2022-03-01,2023-03-01
Debtor Days,128.0,85,65
Inventory Days,212.0,163,114
Days Payable,125.0,111,65
Cash Conversion Cycle,215.0,136,114
Working Capital Days,142.0,105,96
ROCE %,,9,9
