,2018-03-01,2019-03-01,2020-03-01,2021-03-01,2022-03-01,2023-03-01,2023-12-01
Promoters,63.92,63.92,63.92,59.1,59.1,59.1,53.78
FIIs,4.63,4.26,3.9,3.86,1.75,0.12,10.16
DIIs,7.35,6.69,4.67,2.22,0.0,3.59,0.04
Public,24.1,25.1,27.49,34.82,39.15,37.19,36.03
Others,0.0,0.02,0.02,0.0,0.0,0.0,0.0
No. of Shareholders,31720.0,29992.0,28375.0,41492.0,48531.0,42134.0,129963.0
