,2018-03-01,2019-03-01,2020-03-01,2021-03-01,2022-03-01,2023-03-01
Promoters,26.53,26.53,75.0,69.2,0.0,63.89
Public,73.47,73.47,25.0,30.8,100.0,36.11
No. of Shareholders,520.0,513.0,529.0,631.0,5.0,4090.0
