,2022-03-01,2022-09-01,2023-03-01,2023-09-01
Sales,22.8,23.55,22.37,22.11
Expenses,19.72,20.5,20.51,19.79
Operating Profit,3.08,3.05,1.86,2.32
OPM %,13.51,12.95,8.31,10.49
Other Income,0.12,0.24,0.12,0.13
Interest,0.65,0.53,0.75,0.55
Depreciation,1.44,0.63,0.64,0.54
Profit before tax,1.11,2.13,0.59,1.36
Tax %,27.03,29.11,11.86,16.91
Net Profit,0.81,1.51,0.51,1.13
EPS in Rs,1.91,1.67,0.42,0.92
