,2020-03-01,2021-03-01,2022-03-01,2023-03-01
Debtor Days,27.92,60.12,130.75,153.89
Inventory Days,259.84,143.04,145.03,112.38
Days Payable,19.0,25.33,28.77,27.35
Cash Conversion Cycle,268.77,177.83,247.01,238.92
Working Capital Days,257.54,211.06,232.25,281.46
ROCE %,,8.54,12.06,11.74
