,2020-03-01,2021-03-01,2022-03-01,2023-03-01
Cash from Operating Activity,-10.66,4.47,2.85,-12.57
Cash from Investing Activity,-7.76,-0.99,-1.3,-0.18
Cash from Financing Activity,18.49,-3.42,-1.87,12.68
Net Cash Flow,0.06,0.07,-0.32,-0.07
