,2020-03-01,2021-03-01,2022-03-01,2023-03-01
Debtor Days,0.0,0,3,45
Inventory Days,,,,
Days Payable,,,,
Cash Conversion Cycle,0.0,0,3,45
Working Capital Days,-50.0,-53,-21,44
ROCE %,,90,56,41
