,Mar 2012,Mar 2013,Mar 2014,Mar 2015,Mar 2016,Mar 2017,Mar 2018,Mar 2019,Mar 2020,Mar 2021,Mar 2022,Mar 2023,TTM
Sales,21.49,24.61,25.8,28.13,33.17,36.09,41.36,46.21,43.93,39.76,50.61,47.11,46.95
Expenses,15.35,19.33,26.08,29.58,30.36,31.49,35.74,37.63,37.54,33.49,39.18,43.43,43.62
Operating Profit,6.14,5.28,-0.28,-1.45,2.81,4.6,5.62,8.58,6.39,6.27,11.43,3.68,3.33
OPM %,28.57,21.45,-1.09,-5.15,8.47,12.75,13.59,18.57,14.55,15.77,22.58,7.81,7.09
Other Income,0.35,0.25,0.1,0.11,0.35,0.33,2.19,3.42,0.27,0.4,1.44,0.59,0.65
Interest,1.97,1.46,3.57,5.43,6.1,6.46,5.9,4.9,4.8,4.48,2.15,1.79,1.60
Depreciation,3.59,3.48,3.86,4.17,3.94,3.91,3.79,3.53,3.41,3.28,3.09,3.27,3.22
Profit before tax,0.93,0.59,-7.61,-10.94,-6.88,-5.44,-1.88,3.57,-1.55,-1.09,7.63,-0.79,-0.84
Tax %,15.05,0.0,30.88,1.01,17.3,0.55,0.53,0.0,-0.65,0.0,0.0,0.0,
Net Profit,0.79,0.59,-5.26,-10.83,-5.68,-5.41,-1.87,3.56,-1.57,-1.1,7.63,-0.79,-0.82
EPS in Rs,,1.23,-10.95,-22.55,-11.83,-11.27,-3.89,7.41,-3.27,-2.29,15.89,-1.65,-1.71
