,2020-09-01,2020-12-01,2021-03-01,2021-06-01,2021-09-01,2021-12-01,2022-03-01,2022-06-01,2022-09-01,2022-12-01,2023-03-01,2023-06-01,2023-09-01
Sales,8.77,12.6,11.8,13.43,13.11,11.81,12.26,11.35,11.74,11.92,12.1,11.12,11.81
Expenses,8.31,9.34,8.98,9.0,9.84,9.83,10.51,10.14,11.57,11.35,10.37,10.59,11.31
Operating Profit,0.46,3.26,2.82,4.43,3.27,1.98,1.75,1.21,0.17,0.57,1.73,0.53,0.5
OPM %,5.25,25.87,23.9,32.99,24.94,16.77,14.27,10.66,1.45,4.78,14.3,4.77,4.23
Other Income,0.29,0.04,0.05,1.09,0.04,0.07,0.25,0.07,0.04,0.2,0.27,0.06,0.12
Interest,1.17,1.09,1.04,0.67,0.57,0.53,0.38,0.42,0.53,0.41,0.43,0.35,0.41
Depreciation,0.8,0.8,0.83,0.82,0.82,0.82,0.63,0.84,0.85,0.85,0.73,0.82,0.82
Profit before tax,-1.22,1.41,1.0,4.03,1.92,0.7,0.99,0.02,-1.17,-0.49,0.84,-0.58,-0.61
Tax %,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Net Profit,-1.22,1.41,1.0,4.03,1.92,0.69,0.98,0.02,-1.17,-0.48,0.84,-0.58,-0.6
EPS in Rs,-2.54,2.94,2.08,8.39,4.0,1.44,2.04,0.04,-2.44,-1.0,1.75,-1.21,-1.25
