,2015-03-01,2016-03-01,2017-03-01,2018-03-01,2019-03-01,2020-03-01,2021-03-01,2022-03-01,2023-03-01
Cash from Operating Activity,-0.45,1.04,-1.25,-3.4,0.88,-2.74,2.53,0.34,0.93
Cash from Investing Activity,0.01,-6.05,3.41,1.81,-1.4,-0.14,-0.85,-0.47,-1.9
Cash from Financing Activity,0.22,4.46,5.02,2.15,-0.05,1.91,-1.89,0.11,1.9
Net Cash Flow,-0.22,-0.55,7.17,0.55,-0.5700000000000001,-0.97,-0.2,-0.02,0.92
