,2017-03-01,2018-03-01,2019-03-01,2020-03-01,2021-03-01,2022-03-01,2023-03-01,2023-09-01
Promoters,47.15,47.15,47.15,47.15,47.15,47.15,47.15,47.15
Public,52.85,52.85,52.85,52.85,52.85,52.85,52.85,52.85
No. of Shareholders,3500.0,3491.0,3491.0,3498.0,3537.0,3736.0,3725.0,3776.0
