,2020-09-01,2020-12-01,2021-03-01,2021-06-01,2021-09-01,2021-12-01,2022-03-01,2022-06-01,2022-09-01,2022-12-01,2023-03-01,2023-06-01,2023-09-01
Sales,164.0,123.0,216.0,328.0,231.0,233.0,322.0,694.0,330.0,264.0,409.0,791.0,266.0
Expenses,165.0,144.0,178.0,273.0,214.0,223.0,267.0,498.0,307.0,265.0,356.0,583.0,270.0
Operating Profit,-1.0,-21.0,37.0,54.0,17.0,10.0,55.0,195.0,22.0,-1.0,53.0,209.0,-4.0
OPM %,-0.0,-17.0,17.0,17.0,8.0,4.0,17.0,28.0,7.0,-0.0,13.0,26.0,-2.0
Other Income,47.0,9.0,3.0,7.0,8.0,81.0,2.0,23.0,3.0,67.0,4.0,11.0,74.0
Interest,2.0,2.0,1.0,2.0,2.0,1.0,2.0,3.0,2.0,3.0,4.0,8.0,4.0
Depreciation,12.0,13.0,12.0,12.0,11.0,11.0,16.0,11.0,14.0,13.0,20.0,13.0,15.0
Profit before tax,32.0,-26.0,27.0,47.0,13.0,79.0,39.0,204.0,10.0,51.0,33.0,199.0,52.0
Tax %,36.0,11.0,29.0,32.0,62.0,36.0,23.0,25.0,122.0,40.0,31.0,27.0,31.0
Net Profit,20.0,-23.0,19.0,32.0,5.0,50.0,30.0,152.0,-2.0,31.0,23.0,145.0,36.0
EPS in Rs,0.89,-0.99,0.82,1.4,0.22,2.24,1.35,6.77,-0.1,1.36,1.01,6.41,1.57
