,2020-09-01,2020-12-01,2021-03-01,2021-06-01,2021-09-01,2021-12-01,2022-03-01,2022-06-01,2022-09-01,2022-12-01,2023-03-01,2023-06-01,2023-09-01
Sales,8.32,10.28,10.04,8.59,10.84,12.16,14.35,9.62,13.17,17.02,25.99,27.47,24.43
Expenses,7.22,8.25,7.28,7.13,8.2,9.49,8.85,7.34,10.82,14.29,21.9,23.7,21.04
Operating Profit,1.1,2.03,2.76,1.46,2.64,2.67,5.5,2.28,2.35,2.73,4.09,3.77,3.39
OPM %,13.22,19.75,27.49,17.0,24.35,21.96,38.33,23.7,17.84,16.04,15.74,13.72,13.88
Other Income,0.06,0.08,0.07,0.07,0.11,0.1,0.3,0.23,0.2,0.16,0.15,0.28,0.26
Interest,1.27,1.54,1.41,1.36,1.27,1.26,1.23,1.24,1.31,1.55,1.93,1.55,1.31
Depreciation,1.09,1.11,1.09,1.07,1.12,1.18,1.19,1.16,1.17,1.17,1.19,1.19,1.2
Profit before tax,-1.2,-0.54,0.33,-0.9,0.36,0.33,3.38,0.11,0.07,0.17,1.12,1.31,1.14
Tax %,25.83,7.41,9.09,28.89,13.89,36.36,23.96,18.18,-14.29,11.76,20.54,26.72,28.95
Net Profit,-0.88,-0.49,0.3,-0.65,0.32,0.21,2.57,0.09,0.09,0.14,0.89,0.96,0.81
EPS in Rs,-0.86,-0.48,0.26,-0.57,0.28,0.17,2.04,0.07,0.07,0.11,0.71,0.76,0.64
