,Mar 2012,Mar 2013,Mar 2014,Mar 2015,Mar 2016,Mar 2017,Mar 2018,Mar 2019,Mar 2020,Mar 2021,Mar 2022,Mar 2023,TTM
Sales,30.24,32.99,42.68,44.85,38.81,38.57,38.26,34.26,34.05,40.29,50.65,46.86,36.35
Expenses,28.23,31.08,39.64,41.3,35.72,35.41,35.33,32.67,31.61,36.04,46.53,46.34,36.77
Operating Profit,2.01,1.91,3.04,3.55,3.09,3.16,2.93,1.59,2.44,4.25,4.12,0.52,-0.42
OPM %,6.65,5.79,7.12,7.92,7.96,8.19,7.66,4.64,7.17,10.55,8.13,1.11,-1.16
Other Income,0.1,0.09,0.05,0.2,0.25,0.13,0.11,0.11,0.21,0.08,0.23,0.33,0.42
Interest,1.56,1.41,1.4,1.49,1.18,1.05,0.88,1.08,1.11,0.73,0.72,0.54,0.46
Depreciation,0.66,0.65,0.65,0.69,0.66,0.66,0.68,0.84,1.04,0.96,0.97,0.98,0.97
Profit before tax,-0.11,-0.06,1.04,1.57,1.5,1.58,1.48,-0.22,0.5,2.64,2.66,-0.67,-1.43
Tax %,81.82,33.33,13.46,46.5,34.0,33.54,18.92,27.27,36.0,28.79,23.31,26.87,
Net Profit,-0.02,-0.04,0.89,0.84,0.99,1.04,1.21,-0.16,0.32,1.88,2.05,-0.5,-1.08
EPS in Rs,-0.05,-0.1,2.03,1.84,2.17,2.28,2.65,-0.35,0.7,4.11,4.49,-1.09,-2.36
