,2020-09-01,2020-12-01,2021-03-01,2021-06-01,2021-09-01,2021-12-01,2022-03-01,2022-06-01,2022-09-01,2022-12-01,2023-03-01,2023-06-01,2023-09-01
Sales,46.74,48.3,56.02,54.16,63.85,57.62,49.11,45.03,37.6,34.31,46.96,51.43,37.42
Expenses,39.97,43.93,47.77,44.67,54.54,52.52,42.94,39.05,31.69,34.85,39.93,42.96,31.86
Operating Profit,6.77,4.37,8.25,9.49,9.31,5.1,6.17,5.98,5.91,-0.54,7.03,8.47,5.56
OPM %,14.48,9.05,14.73,17.52,14.58,8.85,12.56,13.28,15.72,-1.57,14.97,16.47,14.86
Other Income,0.13,0.14,0.24,-1.58,1.98,1.21,-0.25,0.09,0.9,0.18,0.05,0.59,1.3
Interest,1.46,0.86,1.58,1.59,2.21,2.08,2.04,2.52,3.3,3.24,3.72,3.88,3.5
Depreciation,2.67,2.65,3.11,3.17,3.18,3.18,3.2,3.14,3.21,3.19,3.2,2.94,2.92
Profit before tax,2.77,1.0,3.8,3.15,5.9,1.05,0.68,0.41,0.3,-6.79,0.16,2.24,0.44
Tax %,31.41,-4.0,27.11,5.71,15.93,-8.57,123.53,56.1,-126.67,-5.15,-200.0,41.07,11.36
Net Profit,1.89,1.05,2.77,2.97,4.96,1.13,-0.16,0.18,0.68,-7.14,0.49,1.32,0.39
EPS in Rs,1.24,0.69,1.81,1.94,3.24,0.74,-0.1,0.12,0.44,-4.67,0.32,0.86,0.25
