,2020-09-01,2020-12-01,2021-03-01,2021-06-01,2021-09-01,2021-12-01,2022-03-01,2022-06-01,2022-09-01,2022-12-01,2023-03-01,2023-06-01,2023-09-01
Sales,405.0,525.0,700.0,678.0,958.0,861.0,1063.0,1016.0,1081.0,938.0,1005.0,1044.0,1134.0
Expenses,355.0,459.0,614.0,580.0,821.0,754.0,952.0,907.0,964.0,831.0,896.0,931.0,1009.0
Operating Profit,50.0,66.0,86.0,98.0,137.0,107.0,111.0,109.0,117.0,108.0,108.0,113.0,124.0
OPM %,12.0,12.0,12.0,14.0,14.0,12.0,10.0,11.0,11.0,12.0,11.0,11.0,11.0
Other Income,5.0,4.0,6.0,2.0,4.0,2.0,5.0,0.0,4.0,2.0,7.0,4.0,3.0
Interest,22.0,20.0,19.0,20.0,24.0,22.0,19.0,18.0,21.0,22.0,23.0,24.0,26.0
Depreciation,18.0,18.0,19.0,18.0,20.0,20.0,19.0,20.0,20.0,20.0,20.0,22.0,22.0
Profit before tax,15.0,31.0,54.0,63.0,97.0,66.0,78.0,71.0,80.0,68.0,73.0,71.0,79.0
Tax %,9.0,7.0,18.0,19.0,35.0,35.0,38.0,32.0,32.0,35.0,35.0,33.0,34.0
Net Profit,14.0,29.0,45.0,51.0,63.0,43.0,49.0,48.0,55.0,44.0,47.0,48.0,52.0
EPS in Rs,0.9,1.84,2.86,3.27,4.03,2.73,3.13,3.08,3.49,2.8,3.02,3.04,3.35
