,2012-03-01,2013-03-01,2014-03-01,2015-03-01,2016-03-01,2017-03-01,2018-03-01,2019-03-01,2020-03-01,2021-03-01,2022-03-01,2023-03-01,2023-09-01
Equity Capital,15,15,15,15,15,16,16,16,16,16,16,16,16
Reserves,294,327,349,383,444,496,569,666,682,734,936,1119,1208
Borrowings,505,612,658,631,674,870,1103,988,1001,937,778,638,836
Other Liabilities,145,131,162,170,196,349,489,484,480,690,972,1008,940
Total Liabilities,959,1086,1184,1200,1329,1732,2176,2153,2179,2377,2702,2781,3000
Fixed Assets,564,574,571,542,705,745,1029,1329,1307,1259,1360,1349,1303
CWIP,50,97,120,154,52,352,323,53,85,109,97,163,353
Investments,0,0,0,0,0,0,0,0,0,0,0,4,4
Other Assets,344,414,492,504,572,635,823,771,787,1008,1245,1265,1339
Total Assets,959,1086,1184,1200,1329,1732,2176,2153,2179,2377,2702,2781,3000
