,2012-03-01,2013-03-01,2014-03-01,2015-03-01,2016-03-01,2017-03-01,2018-03-01,2019-03-01,2020-03-01,2021-03-01,2022-03-01,2023-03-01,2023-09-01
Equity Capital,15,15,15,15,15,15,15,15,15,15,15,14,14
Reserves,413,468,504,474,466,479,478,453,638,742,795,775,787
Borrowings,0,0,0,0,10,15,13,25,20,5,0,9,11
Other Liabilities,66,73,60,79,75,80,102,113,141,132,122,125,146
Total Liabilities,494,555,579,568,566,590,608,605,815,894,931,924,958
Fixed Assets,82,121,236,185,139,162,158,154,151,149,152,160,162
CWIP,0,1,1,1,1,0,15,22,27,25,28,28,28
Investments,313,183,157,184,275,339,307,251,446,585,612,575,547
Other Assets,100,250,186,199,151,90,127,178,191,135,140,161,222
Total Assets,494,555,579,568,566,590,608,605,815,894,931,924,958
