,2020-03-01,2021-03-01,2022-03-01,2023-03-01
Cash from Operating Activity,0.93,-0.18,-0.08,0
Cash from Investing Activity,-0.67,0.02,0.29,0
Cash from Financing Activity,0.0,0.0,0.0,0
Net Cash Flow,0.26,-0.17,0.2,0
