,2022-09-01,2023-06-01,2023-09-01
Sales,178.0,220.0,235.0
Expenses,148.0,185.0,198.0
Operating Profit,30.0,35.0,37.0
OPM %,17.0,16.0,16.0
Other Income,10.0,13.0,13.0
Interest,0.0,0.0,0.0
Depreciation,5.0,5.0,5.0
Profit before tax,35.0,42.0,44.0
Tax %,25.0,22.0,24.0
Net Profit,26.0,33.0,34.0
EPS in Rs,6.51,8.16,8.32
