,2018-03-01,2019-03-01,2020-03-01,2021-03-01,2022-03-01,2023-03-01
Cash from Operating Activity,99,127,54,100,95,138
Cash from Investing Activity,-78,-103,-13,154,75,-283
Cash from Financing Activity,-31,-31,-39,-183,-34,-44
Net Cash Flow,-11,-7,2,71,136,-189
