,2020-09-01,2020-12-01,2021-03-01,2021-06-01,2021-09-01,2021-12-01,2022-03-01,2022-06-01,2022-09-01,2022-12-01,2023-03-01,2023-06-01,2023-09-01
Sales,10.12,19.74,21.1,27.09,33.27,24.54,34.45,33.27,36.73,38.39,34.52,44.24,48.1
Expenses,9.63,18.01,18.75,24.56,30.92,22.55,30.75,30.34,33.18,33.51,35.65,44.62,38.69
Operating Profit,0.49,1.73,2.35,2.53,2.35,1.99,3.7,2.93,3.55,4.88,-1.13,-0.38,9.41
OPM %,4.84,8.76,11.14,9.34,7.06,8.11,10.74,8.81,9.67,12.71,-3.27,-0.86,19.56
Other Income,0.19,0.1,0.39,0.21,0.16,0.48,0.26,0.26,0.39,0.26,0.19,0.32,0.61
Interest,0.0,0.0,0.03,0.0,0.0,0.0,0.01,0.0,0.0,0.0,0.08,0.0,0.0
Depreciation,0.09,0.09,0.09,0.09,0.08,0.07,0.06,0.06,0.05,0.05,0.05,0.05,0.05
Profit before tax,0.59,1.74,2.62,2.65,2.43,2.4,3.89,3.13,3.89,5.09,-1.07,-0.11,9.97
Tax %,28.81,27.59,32.82,25.28,25.93,24.58,25.45,25.56,26.48,25.15,21.5,18.18,25.18
Net Profit,0.42,1.26,1.76,1.98,1.79,1.81,2.91,2.34,2.86,3.82,-0.84,-0.09,7.45
EPS in Rs,0.91,2.74,3.83,4.3,3.89,3.93,6.33,5.09,6.22,8.3,-1.83,-0.2,16.2
