,2022-06-01,2022-09-01,2023-03-01,2023-06-01,2023-09-01
Sales,14.38,13.75,18.11,19.14,15.81
Expenses,12.14,11.77,15.46,16.15,13.21
Operating Profit,2.24,1.98,2.65,2.99,2.6
OPM %,15.58,14.4,14.63,15.62,16.45
Other Income,0.0,0.0,0.02,0.03,0.0
Interest,0.28,0.22,0.28,0.37,0.41
Depreciation,0.16,0.17,0.26,0.2,0.21
Profit before tax,1.8,1.59,2.13,2.45,1.98
Tax %,0.0,18.87,1.88,3.27,15.66
Net Profit,1.8,1.3,2.1,2.37,1.67
EPS in Rs,0.98,0.65,1.04,1.18,0.83
